3278528638,3318074960,2,66
3278528638,526070308,1,399
983873569,1493765235,1,90
983873569,1755155148,1,25
2671772459,1707267728,1,50
2671772459,578675543,1,30
2671772459,526070308,1,399
2671772459,728177203,3,105
2671772459,1755155148,1,25
2691391843,21605305,1,55
819231986,2927112411,1,30
819231986,1707267728,1,50
819231986,1435777560,1,40
1343485207,1568960705,1,55
1343485207,1435777560,1,40
1343485207,3286295906,1,55
1343485207,2921094174,1,60
1343485207,3318074960,1,33
1343485207,2251689819,1,50
655672705,3318074960,1,33
655672705,1568960705,1,55
3373966509,3318074960,1,33
1467887886,336471277,1,45
544801176,1755155148,1,25
3111145506,4049339132,1,180
3463930036,1807530521,1,23
1590197541,643574442,1,38
1590197541,1807530521,3,69
2503002104,2921094174,1,60
2455569377,2251689819,2,100
2455569377,3318074960,1,33
3847893879,4141821756,1,55
3847893879,2251689819,1,50
1977954022,2251689819,1,50
4238785051,1755155148,2,50
313056055,4141821756,1,55
313056055,2921094174,1,60
4224417282,21605305,1,60
1656893368,3318074960,1,33
1656893368,2251689819,1,50
1656893368,2251689819,1,50
4068291113,1865533099,4,80
4068291113,3805879991,1,35
2239365823,1807530521,1,23
3273692033,971552197,1,33
1512686139,728177203,1,35
1512686139,2495193261,1,40
1512686139,1657503308,1,40
1512686139,336471277,1,45
1512686139,3318074960,4,132
1512686139,2251689819,1,50
1512686139,1865533099,2,40
1512686139,4141821756,1,55
1512686139,1659719199,1,75
758051501,4130903825,1,29
758051501,4122755967,1,35
758051501,2921094174,1,60
758051501,3318074960,1,33
758051501,2251689819,1,50
3293403032,3318074960,1,33
3293403032,2921094174,1,60
3293403032,2251689819,1,50
1564739106,1720638324,1,25
2906427990,2251689819,1,50
3661341376,3318074960,1,33
3661341376,728177203,1,35
3661341376,2251689819,1,50
1127412602,1755155148,1,25
1127412602,1755155148,1,25
1127412602,3505355829,1,29
875938796,2251689819,1,50
2857457231,2251689819,1,50
3713427161,1707267728,1,50
3713427161,2251689819,1,50
2749831780,2251689819,1,50
2749831780,3318074960,1,33
2749831780,2251689819,1,50
3571460850,578675543,1,30
4044812547,2251689819,1,50
4044812547,1707267728,1,50
1746903225,1657503308,1,40
1746903225,1435777560,1,40
1746903225,3318074960,1,33
1746903225,408066808,1,35
1746903225,2251689819,1,50
1746903225,971552197,1,33
1746903225,3498774768,1,30
2294958503,1015124755,1,35
2294958503,578675543,1,30
4291655985,2251689819,1,50
3893215298,2251689819,2,100
1896124920,1707267728,1,50
1896124920,142357370,1,50
1896124920,2251689819,1,50
1986614753,2251689819,1,50
24012151,2251689819,1,50
24012151,446165065,1,30
2446424294,2495193261,1,40
2446424294,4130903825,3,105
3494602259,2251689819,1,50
1229076393,4049339132,1,126
1229076393,578675543,1,30
3609633290,3318074960,1,33
3609633290,2251689819,1,50
2686554780,4221977395,1,50
2686554780,1720638324,1,25
2686554780,1568960705,1,55
958972710,2251689819,1,50
1311765424,2251689819,1,50
1311765424,2251689819,1,50
1311765424,1568960705,1,55
3734040097,2251689819,1,50
3734040097,3318074960,1,33
3734040097,1017619264,3,165
660485758,2251689819,2,100
1348011752,2251689819,2,100
540275303,2495193261,1,40
1463075569,2495193261,1,40
1463075569,2251689819,1,50
359159036,3286295906,1,55
1651467370,446165065,1,32
1651467370,336471277,1,45
4228641225,578675543,1,30
4228641225,971552197,1,33
4228641225,1865533099,1,20
1694670963,3318074960,1,33
1694670963,2251689819,1,50
1694670963,578675543,1,30
4122852834,1435777560,1,40
4122852834,2495193261,1,40
2193263988,3318074960,1,33
2193263988,4141821756,1,55
2193263988,1707267728,1,50
753703066,3318074960,2,66
2995260729,2251689819,2,100
3314498991,3318074960,1,33
3314498991,2251689819,1,50
3314498991,4130903825,1,40
1552313365,2251689819,1,50
729898115,2251689819,1,50
3426316676,965531904,1,40
3426316676,4049339132,1,126
2902390881,28185492,1,40
2902390881,1720638324,1,25
2902390881,21605305,1,60
3690580215,3318074960,1,33
3690580215,2495193261,1,40
3690580215,2251689819,1,50
3690580215,1493765235,1,90
1123064141,1435777560,2,80
905423323,1435777560,2,80
2878553208,1435777560,1,40
3700690158,2251689819,1,50
1167940948,3805879991,1,35
1167940948,1707267728,1,50
1167940948,2251689819,1,50
2299011984,578675543,2,60
2299011984,1074937138,1,55
4262400774,336471277,1,45
4262400774,336471277,1,45
2663946979,2251689819,1,50
1892088783,1807530521,1,23
130141017,2251689819,1,50
130141017,3318074960,1,33
2577751802,3999406223,1,40
2577751802,3999406223,1,40
2577751802,28185492,1,40
4003622508,3269654966,2,50
2007711702,2251689819,2,100
11276096,3269654966,2,50
3876856391,578675543,1,30
3515419684,1707267728,1,50
3515419684,2251689819,1,50
2794339506,4049339132,1,126
2794339506,2251689819,1,50
1216372126,2251689819,1,50
1216372126,3318074960,1,33
1216372126,1435777560,1,40
3605317693,2251689819,1,50
3605317693,3318074960,1,33
3605317693,1435777560,1,40
954902801,2251689819,1,50
1340971399,1435777560,1,40
1340971399,2251689819,1,50
1340971399,3318074960,1,33
3746726934,2251689819,1,50
3746726934,1493765235,1,90
3746726934,2251689819,1,50
2824189056,2251689819,1,50
2824189056,2251689819,1,50
3214216691,2251689819,1,50
3214216691,3318074960,1,33
1369140447,1807530521,2,46
1369140447,307192602,2,60
569481296,1755155148,1,25
569481296,3498774768,1,30
569481296,1659719199,1,75
569481296,3999406223,1,40
1459005638,21605305,1,60
3326719319,4130903825,1,40
2974713281,1720638324,2,50
3820973734,1435777560,1,40
2495110704,1435777560,1,40
229707658,4221977395,1,50
2058764060,1865533099,1,20
2058764060,2278796194,1,54
2058764060,3318074960,1,33
2590234114,1707267728,1,50
2590234114,1435777560,1,40
2590234114,1707267728,1,50
2590234114,1435777560,1,40
2590234114,4217883469,1,35
4205076455,1707267728,1,50
2376298353,446165065,1,32
2376298353,3799843985,1,70
4257848318,1865533099,2,50
4257848318,21605305,1,60
2328800104,2251689819,1,50
2328800104,3318074960,1,33
2328800104,1707267728,1,50
331872978,1210337208,1,33
331872978,4217883469,1,35
331872978,1707267728,1,50
1690356292,1707267728,1,50
4102019029,21605305,1,60
4102019029,1493765235,1,90
2101101352,1519245341,1,60
2101101352,3799843985,1,70
171668414,3799843985,1,70
171668414,1707267728,1,50
3828683410,2251689819,1,50
2052163377,2251689819,1,50
3814250123,2347465074,1,40
3814250123,643574442,1,38
