2635066502,844765985,1,79.99
67550524,844765985,1,79.99
1929481642,844765985,1,79.99
3820916795,844765985,1,79.99
287661741,844765985,1,149.99
1074937138,844765985,2,299.98
1074937138,1267114885,1,79.99
2999123654,1267114885,1,103.79
565930927,844765985,1,104.19
3098688021,844765985,1,104.19
3098688021,1267114885,1,182.35
3484748419,844765985,1,71.73
105468561,844765985,2,28993.66
105468561,844765985,1,8284.64
105468561,3805879991,1,99428.16
3896980413,844765985,2,28993.66
3896980413,844765985,1,8284.64
3896980413,3805879991,1,99428.16
1225311318,844765985,2,276.76
1041233088,844765985,1,79.08
2802230650,844765985,1,79.08
3489764844,1267114885,1,79.09
962736345,844765985,1,1509.95
962736345,1267114885,1,2642.74
205100610,844765985,1,105.57
3805302595,844765985,1,0.8
215887471,844765985,1,80
2077826809,844765985,1,140
3949331304,844765985,1,80
2623615998,844765985,1,140
4238785051,1267114885,1,140
2342619789,844765985,1,80
313056055,844765985,1,80
1706027937,844765985,1,80
4224417282,844765985,1,80
2362199700,844765985,1,80
365240110,844765985,1,140
365240110,1267114885,1,80
4068291113,844765985,1,80
2239365823,844765985,1,80
3007997710,844765985,1,80
709047988,844765985,1,80
2906427990,844765985,3,420
1127412602,844765985,1,80
2857457231,844765985,1,80
3713427161,844765985,1,140
1147090787,1267114885,1,80
861407221,844765985,1,80
3609633290,844765985,1,80
958972710,844765985,1,80
1311765424,844765985,1,140
2845302455,844765985,1,140
3377485650,844765985,1,140
3193399236,844765985,1,80
660485758,844765985,1,140
1348011752,844765985,1,140
3460141899,844765985,1,80
3107627997,844765985,1,80
540275303,844765985,1,80
1463075569,844765985,1,140
3347832672,844765985,1,80
3347832672,1267114885,1,80
2962026486,844765985,2,160
3799843985,844765985,1,80
2507813895,844765985,1,140
2507813895,1267114885,1,140
208889277,844765985,1,80
2071221547,844765985,1,140
3843080328,844765985,1,140
2451042334,844765985,1,140
2451042334,1267114885,1,140
186556836,844765985,1,80
186556836,1267114885,1,80
2082050354,844765985,1,140
3970337955,844765985,1,80
2611067957,844765985,1,140
2355168582,1267114885,2,160
359159036,844765985,1,80
4228641225,844765985,1,80
2332868959,844765985,1,140
302354661,844765985,1,140
200874377,844765985,1,80
1709512798,844765985,1,140
4243343844,844765985,1,80
1653136455,844765985,1,80
361753809,1267114885,1,80
2357640555,844765985,1,80
4219571709,844765985,1,80
1799262316,844765985,1,140
1799262316,1267114885,1,80
473538810,844765985,1,80
3269654966,844765985,1,80
1542170636,844765985,1,80
753703066,844765985,1,140
2995260729,1267114885,1,140
3314498991,844765985,1,80
1552313365,844765985,1,80
729898115,1267114885,1,80
729898115,844765985,1,80
3141419282,844765985,1,80
3426316676,844765985,1,80
4156120877,844765985,1,140
1857031831,844765985,1,80
431439361,1267114885,1,140
2299011984,844765985,1,80
130141017,844765985,1,80
2577751802,844765985,1,80
4003622508,844765985,1,80
3876856391,844765985,1,140
1065839880,844765985,1,140
1216372126,1267114885,1,80
3605317693,844765985,1,80
2716072107,844765985,1,140
954902801,1267114885,1,80
1340971399,844765985,1,80
3746726934,844765985,1,140
2824189056,844765985,1,80
3489659260,3805879991,1,960
2974713281,1267114885,1,80
2974713281,844765985,1,80
2495110704,844765985,1,80
2590234114,844765985,1,140
2205738819,3003159793,1,960
3828683410,844765985,1,80
223786919,844765985,1,80
2489312797,844765985,1,80
3814250123,844765985,1,80
1944570650,844765985,1,140
81853324,844765985,1,80
1680306793,844765985,1,140
320881407,844765985,1,80
2317947717,844765985,3,240
1665840752,844765985,1,80
340625126,844765985,1,140
503040717,844765985,1,140
3080943481,1267114885,1,80
3231991791,844765985,1,80
782902979,844765985,1,80
2966336352,844765985,1,80
3351872502,844765985,1,140
1589695052,844765985,1,80
700965594,844765985,1,140
3111714635,844765985,1,80
3111714635,1267114885,1,80
3464482781,844765985,1,80
3464482781,1267114885,1,80
2931312184,844765985,1,80
3653203630,844765985,1,80
1085679380,844765985,1,140
934352770,844765985,1,140
2849341985,844765985,1,140
3738350263,1267114885,1,140
1205592845,844765985,1,140
819778459,1267114885,1,140
2690895370,844765985,1,80
3613720220,844765985,1,140
2241140219,1267114885,1,80
4069664109,844765985,1,80
1805350103,844765985,1,80
480003137,1267114885,1,140
2197344738,844765985,1,80
4127187316,844765985,1,80
1828106446,844765985,1,80
468811864,844765985,1,80
2337185225,844765985,1,80
4232686943,844765985,1,80
2626561210,844765985,1,80
3951629356,844765985,1,140
1921009046,1267114885,1,80
92763392,844765985,1,140
2615402659,844765985,1,80
2615402659,1267114885,1,80
3974418485,844765985,1,80
1978499471,844765985,1,80
48935193,844765985,3,420
2455088264,844765985,2,280
3847396382,844765985,1,140
3553604221,1267114885,1,80
3553604221,844765985,1,80
2764604139,844765985,1,80
1036112721,844765985,1,80
1254548423,844765985,1,80
3567416932,844765985,1,140
2745517810,844765985,1,80
984356680,844765985,1,140
1303062494,844765985,1,140
3709090383,844765985,1,80
2853374681,844765985,1,140
2853374681,1267114885,1,80
3402924860,844765985,2,280
3184767914,844765985,1,80
618324496,844765985,1,80
1407046278,844765985,1,80
3451471653,844765985,1,80
3133044659,844765985,1,80
599205385,844765985,1,140
1420826271,844765985,1,140
3289320206,844765985,1,140
3003661208,844765985,1,140
3791245567,844765985,1,80
2533285993,844765985,1,80
267891155,1267114885,1,80
2029027653,844765985,1,140
3868464358,844765985,1,140
2442339440,844765985,1,80
144340426,844765985,1,80
2141013340,844765985,1,80
4012005581,844765985,1,80
4012005581,1267114885,1,80
2552588379,844765985,1,140
4175618494,844765985,1,140
2414203176,844765985,1,80
384598162,844765985,1,140
1642835972,844765985,1,80
4287571367,1267114885,1,140
2290619697,844765985,1,80
293684363,844765985,1,80
1720087581,844765985,1,80
4130957708,844765985,1,80
2168346906,844765985,1,140
2138766705,1267114885,1,140
142462439,844765985,2,160
2440338525,844765985,1,80
3866340555,844765985,1,80
2014787944,844765985,1,80
252709374,844765985,1,80
2518243396,844765985,1,140
