2212294583,"2015-07-02 09:33:58"
450215437,"2015-08-04 11:21:30"
1842515611,"2015-09-03 08:04:51"
4088798008,"2015-09-03 08:06:14"
2226203566,"2015-09-03 08:12:38"
498629140,"2015-09-08 12:16:48"
1790921346,"2015-10-12 09:11:00"
4194326291,"2015-11-09 15:46:59"
2366072709,"2015-11-24 08:55:16"
2707236321,"2015-11-30 09:25:36"
3596227959,"2015-11-30 11:34:34"
1330857165,"2015-12-15 21:29:39"
945058907,"2015-12-17 08:16:23"
3510096238,"2015-12-23 17:46:15"
1212055764,"2016-01-02 15:08:53"
1060745282,"2016-01-05 14:10:38"
2944839123,"2016-01-21 14:33:56"
3632373061,"2016-01-21 15:52:05"
2322626082,"2016-01-21 17:52:45"
4252452532,"2016-01-21 18:25:11"
1685985038,"2016-01-22 09:51:47"
326707096,"2016-01-22 12:48:08"
2367533627,"2016-01-25 07:36:49"
4196041389,"2016-01-26 15:17:28"
336913281,"2016-01-26 15:21:53"
2225864208,"2016-01-29 08:38:01"
4088188550,"2016-01-29 13:19:36"
2473281379,"2016-01-30 19:56:08"
3832313845,"2016-02-01 10:22:19"
2103780943,"2016-02-02 08:15:58"
174200537,"2016-02-02 09:43:11"
2483454842,"2016-02-02 20:26:12"
3808539628,"2016-02-02 20:27:47"
2047402582,"2016-02-03 00:06:17"
219140800,"2016-02-03 04:39:20"
2645610321,"2016-02-03 12:11:54"
3937927111,"2016-02-03 13:15:27"
3693793700,"2016-02-03 13:44:10"
2871910706,"2016-02-03 14:21:01"
841265288,"2016-02-03 21:53:19"
1159954462,"2016-02-04 21:00:10"
3678868925,"2016-02-05 07:28:40"
2889884971,"2016-02-05 08:37:42"
894006417,"2016-02-05 21:59:00"
1112425479,"2016-02-06 03:32:21"
3539032470,"2016-02-06 18:12:07"
2784389376,"2016-02-06 18:32:29"
3308380389,"2016-02-06 20:57:01"
2989936755,"2016-02-06 21:24:22"
725582281,"2016-02-07 08:23:10"
