4276704694,205100610
4276704694,2254123626
473456231,3463930036
473456231,544801176
473456231,3111145506
622364711,19175048
127065832,962736345
127065832,2691391843
127065832,3489764844
3678680223,4012570532
3678680223,4194898997
3678680223,2553136946
3678680223,1982047774
4009241129,3489764844
4009241129,4194898997
4009241129,2802230650
4009241129,1315242063
4009241129,2321801402
3789836259,856880138
3789836259,3664859455
3789836259,2910216617
273968175,2671772459
273968175,3896980413
3353264485,2167862899
3353264485,1720638324
3353264485,294251490
1342970093,1900962311
1342970093,105468561
1342970093,294251490
1395468344,1832678800
3444161947,3003159793
3444161947,2104930519
3444161947,3288835175
591912119,705283403
591912119,2048619726
591912119,1561261533
591912119,3288835175
591912119,1684898198
3305107888,3278528638
3305107888,3027063016
1297866080,1421392374
1297866080,880750611
1297866080,599755104
1297866080,1131937925
1280851753,2484409826
1280851753,3809617268
1280851753,2104930519
3321631737,2104930519
3321631737,761528658
3321631737,1516450244
3321631737,2226677896
574897918,175210561
574897918,2474168827
574897918,3833586029
574897918,440091910
1675501579,2474168827
1675501579,3833586029
1675501579,440091910
1675501579,175210561
2379235623,1660962191
2379235623,2366514339
2379235623,4089403422
2379235623,336033049
436377775,4251242540
436377775,2644728265
1829087289,219956312
1829087289,3936643423
1829087289,2048619726
2675564162,2321801402
2675564162,1684898198
2675564162,325759232
2675564162,4194898997
1697895091,1343485207
1697895091,3373966509
1697895091,1467887886
1697895091,1205029988
1697895091,3189609531
1697895091,3614200309
1697895091,655672705
1268338303,4049339132
1268338303,1421392374
1268338303,1302562999
1268338303,1750422342
1017020137,1421392374
1017020137,1302562999
1017020137,525493200
2778148691,1205029988
2778148691,3614200309
2778148691,655672705
2778148691,1343485207
2778148691,819231986
81320120,1865979743
81320120,2254123626
81320120,4130457317
81320120,406824905
257640254,3809617268
257640254,1561261533
