1720638324,0,"2013-05-10 21:38:00",65
2276968295,0,"2013-05-27 15:23:00",390
4038129649,0,"2013-05-27 15:23:00",200
1773774411,0,"2013-05-27 15:23:00",250
2382465868,0,"2013-05-27 15:23:00",75
2579575359,0,"2013-05-27 15:23:00",100
4005954217,0,"2013-05-27 15:23:00",100
2010075923,0,"2013-05-27 15:23:00",210
1071841741,0,"2013-05-27 15:23:00",133
1222914395,0,"2013-05-27 22:23:00",133
3629853898,0,"2013-05-27 15:23:00",30
2942049372,0,"2013-05-27 15:23:00",127
3483080121,0,"2013-05-27 15:23:00",125
3097273647,0,"2013-05-27 15:23:00",130
563475605,0,"2013-05-27 15:23:00",116
1452459011,0,"2013-05-27 15:23:00",116
3371585952,0,"2013-05-27 15:23:00",150
3220267318,0,"2013-05-27 15:23:00",150
653799564,0,"2013-05-27 15:23:00",150
1375666202,0,"2013-05-27 15:23:00",175
3242204555,0,"2013-05-27 15:23:00",150
3058117917,0,"2013-05-27 15:23:00",125
3837183610,0,"2013-05-27 15:23:00",125
2477913836,0,"2013-05-27 15:23:00",85
179873622,0,"2013-05-27 15:23:00",105
2109708224,0,"2013-05-27 15:23:00",160
3822781027,0,"2013-05-27 15:23:00",145
2497458933,0,"2013-05-27 15:23:00",143
232088399,0,"2013-05-27 15:23:00",136
2060604377,0,"2013-05-27 15:23:00",156
3933032008,0,"2013-05-27 15:23:00",150
2641002206,0,"2013-05-27 15:23:00",45
4256036667,0,"2013-05-27 15:23:00",120
2326448045,0,"2013-05-27 15:23:00",105
329487895,0,"2013-05-27 15:23:00",115
1688512129,0,"2013-05-27 15:23:00",120
4206900002,0,"2013-05-27 15:23:00",100
2378630068,0,"2013-05-27 15:23:00",120
349065742,0,"2013-05-27 15:23:00",77
1674142360,0,"2013-05-27 15:23:00",72
2222018463,0,"2013-05-27 15:23:00",95
2050354164,0,"2013-05-27 15:23:00",55
221436770,0,"2013-05-27 15:23:00",55
2486930136,0,"2013-05-27 15:23:00",72
3812407886,0,"2013-05-27 15:23:00",125
174006139,0,"2013-05-27 15:23:00",180
2471907009,0,"2013-05-27 15:23:00",120
3830546007,0,"2013-05-27 15:23:00",120
1961780166,0,"2013-05-27 15:23:00",85
65622864,0,"2013-05-27 15:23:00",63
2367732633,0,"2013-05-27 15:23:00",70
4196895503,0,"2013-05-27 15:23:00",130
1682120364,0,"2013-05-27 15:23:00",85
323235386,0,"2013-05-27 15:23:00",85
2320334720,0,"2013-05-27 15:23:00",85
4249505558,0,"2013-05-27 15:23:00",131
1844793991,0,"2013-05-27 15:23:00",90
452092433,0,"2013-05-27 15:23:00",159
2963988389,0,"2013-05-27 15:23:00",115
3350064947,0,"2013-05-27 15:23:00",115
1587854985,0,"2013-05-27 15:23:00",126
698584607,0,"2013-05-27 15:23:00",170
3083279292,0,"2013-05-27 15:23:00",170
3233819434,0,"2013-05-27 15:23:00",175
1506376336,0,"2013-05-27 15:23:00",175
785271302,0,"2013-05-27 15:23:00",143
3195099031,0,"2013-05-27 15:23:00",100
3379980033,0,"2013-05-27 15:23:00",195
2847010532,0,"2013-05-27 15:23:00",215
3736526450,0,"2013-05-27 15:23:00",215
1203736520,0,"2013-05-27 15:23:00",225
817413982,0,"2013-05-27 15:23:00",175
2247194942,0,"2013-05-27 15:23:00",40
4076226984,0,"2013-05-27 15:23:00",145
4215276931,0,"2013-05-27 15:23:00",85
2609351782,0,"2013-05-27 15:23:00",115
3967859952,0,"2013-05-27 15:23:00",160
1971973450,0,"2013-05-27 15:23:00",185
42917340,0,"2013-05-27 15:23:00",215
2632599679,0,"2013-05-27 15:23:00",35
3958208745,0,"2013-05-27 15:23:00",20
98769349,0,"2013-05-27 15:23:00",165
2505835604,0,"2013-05-27 15:23:00",165
3797628098,0,"2013-05-27 15:23:00",165
3569752737,0,"2013-05-27 15:23:00",165
2747345463,0,"2013-05-27 15:23:00",165
1305430811,0,"2013-05-27 15:23:00",121
3551256248,0,"2013-05-27 15:23:00",121
2762796590,0,"2013-05-27 15:23:00",121
1034272660,0,"2013-05-27 22:23:00",125
3659371155,0,"2013-05-27 15:23:00",110
2904203781,0,"2013-05-27 15:23:00",110
3453823968,0,"2013-05-27 15:23:00",110
3134856054,0,"2013-05-27 15:23:00",110
601049804,0,"2013-05-27 15:23:00",110
1423211098,0,"2013-05-27 15:23:00",110
3400593401,0,"2013-05-27 15:23:00",88
1404681795,0,"2013-05-27 15:23:00",88
3271992274,0,"2013-05-27 15:23:00",88
3020002116,0,"2013-05-27 15:23:00",66
3874519075,0,"2013-05-27 15:23:00",44
2448902325,0,"2013-05-27 15:23:00",44
150870287,0,"2013-05-27 15:23:00",35
2147035545,0,"2013-05-27 15:23:00",100
3785210938,0,"2013-05-27 15:23:00",100
2526710956,0,"2013-05-27 15:23:00",100
261348630,0,"2013-05-27 15:23:00",100
2023026048,0,"2013-05-27 15:23:00",100
3895193617,0,"2013-05-27 15:23:00",100
2670510215,0,"2013-05-27 15:23:00",100
4293609826,0,"2013-05-27 15:23:00",150
300230734,0,"2013-05-27 15:23:00",189
1726093528,0,"2013-05-27 15:23:00",200
378072151,0,"2013-05-27 15:23:00",275
4046504272,0,"2013-05-27 15:23:00",231
2251813318,0,"2013-05-27 15:23:00",100
2020824493,0,"2013-05-27 15:23:00",189
259286331,0,"2013-05-27 15:23:00",210
2524787841,0,"2013-05-27 15:23:00",315
3782870039,0,"2013-05-27 15:23:00",165
2132709812,0,"2013-05-27 15:23:00",77
135897378,0,"2013-05-27 15:23:00",315
2433806488,0,"2013-05-27 15:23:00",230
3860316174,0,"2013-05-27 15:23:00",275
1990778271,0,"2013-05-27 15:24:00",230
28306697,0,"2013-05-27 15:24:00",230
1634231532,0,"2013-05-27 15:24:00",230
376394874,0,"2013-05-27 15:24:00",65
4167120214,0,"2013-05-27 15:24:00",95
1711644917,0,"2013-05-27 15:24:00",95
285380707,0,"2013-05-27 15:24:00",65
4279038287,0,"2013-05-27 15:24:00",65
414506056,0,"2013-05-27 15:24:00",65
3329197316,0,"2013-05-27 15:24:00",65
677504040,0,"2013-05-27 15:24:00",65
3238150429,0,"2013-05-27 15:24:00",65
789323825,0,"2013-05-27 15:24:00",65
3367243062,0,"2013-05-27 15:24:00",65
3748967493,0,"2013-05-27 15:24:00",65
830133609,0,"2013-05-27 15:24:00",65
3625545820,0,"2013-05-27 15:24:00",65
907481456,0,"2013-05-27 15:24:00",65
3517922423,0,"2013-05-27 15:24:00",65
4099532678,0,"2013-05-27 15:24:00",195
1834006076,0,"2013-05-27 15:24:00",195
441943722,0,"2013-05-27 15:24:00",165
2217939721,0,"2013-05-27 15:24:00",165
4080280479,0,"2013-05-27 15:24:00",165
1782411813,0,"2013-05-27 15:24:00",165
490357427,0,"2013-05-27 15:24:00",85
2374328098,0,"2013-05-27 15:24:00",85
4202852276,0,"2013-05-27 15:24:00",85
2588272209,0,"2013-05-27 15:24:00",85
3980580551,0,"2013-05-27 15:24:00",85
1951106941,0,"2013-05-27 15:24:00",85
55359467,0,"2013-05-27 22:24:00",135
2636653128,0,"2013-05-27 22:24:00",210
3928953566,0,"2013-05-27 15:24:00",105
1931887460,0,"2013-05-27 22:24:00",135
69301234,0,"2013-05-27 15:24:00",105
2493410915,0,"2013-05-27 15:24:00",105
3818479349,0,"2013-05-27 15:24:00",230
3573837974,0,"2013-05-27 15:24:00",90
2718121984,0,"2013-05-27 15:24:00",55
3530142863,0,"2013-05-27 15:24:00",55
1264641333,0,"2013-05-27 15:24:00",115
3688888484,0,"2013-05-27 15:24:00",132
2899888178,0,"2013-05-27 15:24:00",162
571547899,0,"2013-05-27 15:24:00",80
3413280206,0,"2013-05-27 15:24:00",58
3161830744,0,"2013-05-27 15:24:00",50
628942050,0,"2013-05-27 15:24:00",46
3049519475,0,"2013-05-27 15:24:00",63
154956600,0,"2013-05-27 15:24:00",84
3764377101,0,"2013-05-27 15:24:00",168
2539185819,0,"2013-05-27 15:24:00",55
2301498307,0,"2013-05-27 15:24:00",231
271008377,0,"2013-05-27 15:24:00",231
1730179823,0,"2013-05-27 15:24:00",105
4182042444,0,"2013-05-27 15:24:00",210
2386810842,0,"2013-05-27 15:24:00",168
390760032,0,"2013-05-27 15:24:00",60
1615705846,0,"2013-05-27 15:24:00",60
4042435431,0,"2013-05-27 15:24:00",65
3124032175,0,"2013-05-27 15:25:00",170
3442721337,0,"2013-05-27 15:25:00",170
1413124995,0,"2013-05-27 15:25:00",170
591242005,0,"2013-05-27 15:25:00",190
3544528737,0,"2013-05-27 15:25:00",69
2281869357,0,"2013-05-27 15:26:00",65
4278558907,0,"2013-05-27 15:26:00",50
285983127,0,"2013-05-27 15:26:00",60
