4088798008,"2013-07-18 21:21:02"
2226203566,"2013-07-19 21:15:54"
498629140,"2013-07-29 16:39:16"
1790921346,"2013-07-29 23:22:17"
2707236321,"2013-08-08 19:23:40"
3596227959,"2013-08-08 19:24:21"
945058907,"2013-08-13 20:01:59"
3510096238,"2013-09-16 21:56:06"
1212055764,"2013-09-16 22:40:32"
1060745282,"2013-09-16 22:41:33"
4252452532,"2013-09-26 22:44:57"
1685985038,"2013-09-30 23:16:47"
326707096,"2013-11-08 19:22:00"
2367533627,"2013-11-08 22:50:49"
4196041389,"2013-11-09 18:55:08"
1662243607,"2013-11-11 20:33:48"
336913281,"2013-11-11 21:47:29"
2225864208,"2013-11-12 11:50:53"
4088188550,"2013-11-12 14:55:52"
2473281379,"2013-11-12 17:40:55"
3832313845,"2013-11-12 19:28:34"
2103780943,"2013-11-12 19:50:16"
174200537,"2013-11-12 20:15:12"
2483454842,"2013-11-13 00:09:38"
3808539628,"2013-11-13 00:17:17"
2047402582,"2013-11-13 05:40:02"
219140800,"2013-11-13 07:54:46"
2645610321,"2013-11-13 14:59:42"
3937927111,"2013-11-13 20:33:26"
3693793700,"2013-11-13 21:57:56"
2871910706,"2013-11-14 08:18:45"
841265288,"2013-11-14 14:23:47"
1159954462,"2013-11-14 14:28:06"
3678868925,"2013-11-14 22:41:14"
2889884971,"2013-11-15 02:19:09"
894006417,"2013-11-15 03:57:02"
1112425479,"2013-11-15 16:19:42"
3539032470,"2013-11-15 21:53:24"
2784389376,"2013-11-15 22:24:37"
3308380389,"2013-11-18 03:04:09"
2989936755,"2013-11-18 14:59:07"
725582281,"2013-11-18 17:15:44"
1547219295,"2013-11-18 18:13:20"
3260818684,"2013-11-18 21:48:22"
3042645098,"2013-11-18 22:32:03"
743589328,"2013-11-19 03:43:01"
1532327238,"2013-11-19 08:02:26"
3421137111,"2013-11-19 17:50:33"
3169671233,"2013-11-19 18:07:31"
3994858278,"2013-11-19 18:31:05"
2568717232,"2013-11-19 19:43:57"
1233418,"2013-11-19 23:25:39"
1997922972,"2013-11-19 23:28:15"
3916527423,"2013-11-20 09:35:40"
2658551721,"2013-11-20 12:13:55"
125769235,"2013-11-20 12:37:27"
1886922373,"2013-11-20 13:31:46"
3771153172,"2013-11-20 14:43:47"
2545945474,"2013-11-20 17:06:28"
4144464487,"2013-11-20 17:31:37"
2147529457,"2013-11-20 19:13:09"
420078411,"2013-11-20 19:41:42"
1846465501,"2013-11-20 20:20:25"
4033496702,"2013-11-20 20:33:44"
2272098024,"2013-11-20 21:21:17"
509880146,"2013-11-21 12:19:58"
1768101828,"2013-11-21 17:56:00"
4191947349,"2013-11-21 19:08:52"
2396732099,"2013-11-21 19:31:37"
1889509032,"2013-11-21 22:52:38"
127446590,"2013-11-22 18:15:55"
2660368260,"2013-11-22 19:48:18"
3918974738,"2013-11-23 00:43:34"
2012371633,"2013-11-25 16:50:43"
16083495,"2013-11-25 17:54:46"
2583444381,"2013-11-25 19:08:35"
4009429771,"2013-11-25 22:04:42"
2118391450,"2013-11-25 23:38:41"
155395596,"2013-11-26 15:10:36"
1770303465,"2013-11-26 15:27:05"
511942527,"2013-11-26 16:52:34"
2274021061,"2013-11-26 19:16:46"
4035837523,"2013-11-26 22:30:30"
1860791280,"2013-11-27 13:19:52"
435051366,"2013-11-27 15:44:14"
2162625244,"2013-11-27 17:02:59"
4158667338,"2013-11-28 16:59:49"
1734289371,"2013-11-29 16:51:01"
274208589,"2013-12-01 19:58:52"
595022058,"2013-12-02 05:33:10"
1416650876,"2013-12-02 15:05:02"
3447271878,"2013-12-02 17:27:46"
3128820048,"2013-12-02 18:16:28"
605721843,"2013-12-02 19:10:34"
1394451557,"2013-12-02 19:51:28"
3390371295,"2013-12-02 21:28:11"
