278130661,4052293024,1,807.5
1265740818,500476778,3,390
1265740818,1008699693,1,185
1265740818,2535504405,1,75
1265740818,3713427161,1,180
1265740818,3351872502,3,360
1265740818,1738778119,1,180
1265740818,3791245567,5,877.5
1265740818,1877835779,1,950
1341968544,2020824493,1,263
1341968544,1067146563,1,130
1341968544,2717894880,1,130
1341968544,2203551460,1,220
418207700,3764377101,1,168
927674547,959771501,5,1012.5
309771955,4291905914,1,105
309771955,1999952757,2,450
838984283,3847893879,1,185
838984283,3847893879,1,180
3585724252,3847893879,1,180
3474729579,2109708224,1,152.00
229991600,2109708224,1,152.00
3341439201,3842830531,1,200
2955763831,208623094,1,300
3246784207,208623094,1,300
2930980064,375784846,1,225
1040984433,102732069,1,21
1040984433,4291905914,1,25
1040984433,3673389898,1,55
3081242017,2654147205,1,40
655824944,1904004470,3,180
2924776653,2654147205,5,875
3646143579,4121005481,1,88
3580587659,102732069,1,21
1007209406,4291905914,1,25
2638691413,1230899170,1,340
2638691413,4291905914,4,420
1675894803,544801176,1,75
1675894803,2190863571,1,160
1675894803,463256937,1,160
1675894803,1176078650,1,75
795033132,102732069,1,21
795033132,4291905914,1,25
3062749115,1312015355,5,250
3247105837,4044013896,1,65
3247105837,69739014,1,110
1485026967,54912543,5,112.5
797214209,3812407886,1,125
2984252322,2884329718,2,342
3792837260,102732069,1,21
3850362517,789323825,1,305
1975567108,3273692033,1,185
1975567108,3746477149,1,60
46658450,409560189,2,200
3376367951,2654147205,1,175
1465638124,2654147205,1,175
542960762,2654147205,5,787.5
3109404096,395787861,1,400
3461516630,3097929015,1,175
1592627399,4291905914,2,210
703242321,692938694,2,400
1227696564,1375666202,1,175
1227696564,4080280479,1,165
3492050958,102732069,1,1495
1312877997,3135249262,1,242
3611933719,384872665,1,132
1207345542,4291905914,1,105
3898793567,4044013896,1,410
16874346,4291905914,1,22.5
1864202941,2587736799,1,150
1130229095,4291905914,1,94.5
3005577491,731737288,1,104
597320834,2669068447,2,180
3722363113,2654147205,1,40
1154978131,2654147205,1,40
869310917,418033813,1,1850
2914268262,2170566087,2,410
3301306792,3967859952,1,155
3282580913,4291905914,2,189
1520526347,409560189,2,200
765875357,4291905914,3,315
653476436,753969361,2,225
3220837358,2669068447,2,180
3372032888,490872381,1,193
3372032888,3980036681,1,232
1452914395,1008699693,1,170
564037197,1230899170,1,75
3096958967,81853324,1,180
3482380129,13915086,1,225
433594396,102732069,1,100
1860112522,2170566087,1,205
4158013744,3053058411,1,350
2161209766,1097366888,1,170
3305610143,3293669331,1,200
3261751174,4291905914,1,105
1533218364,4291905914,1,25
1567179945,4291905914,1,105
