491961327,3648979021,1576
3629853898,1237327324,147
2109708224,1237327324,147
731737288,1237327324,147
1166109983,1237327324,147
2579066545,1237327324,147
2008485789,1237327324,147
1764115176,1237327324,147
3998869002,1237327324,147
1732002468,1237327324,147
2076480397,1237327324,147
3990696548,1237327324,147
3824892292,1237327324,147
1448429513,1237327324,147
686046068,1237327324,147
1210299025,1237327324,147
944326174,1237327324,147
2705332132,1237327324,147
4012135289,1237327324,147
1982661315,1237327324,147
2159028777,1237327324,147
372270295,1237327324,147
491961327,2079752030,1576
4234473428,217141192,1576
491961327,217141192,1576
2276968295,456259259,168
4057868425,456259259,168
2524210549,456259259,168
3131197432,456259259,168
3867681965,456259259,168
4125348159,456259259,168
4156621731,456259259,168
2160472885,456259259,168
433021583,456259259,168
1858621977,456259259,168
4037855162,456259259,168
2276194092,456259259,168
513975958,456259259,168
1772459520,456259259,168
4179266449,456259259,168
2570762841,456259259,168
3997010639,456259259,168
2122487646,456259259,168
2690240018,456259259,168
3613326980,456259259,168
1314369342,456259259,168
3297689448,456259259,168
1569189586,456259259,168
713088580,456259259,168
2852133614,456259259,168
3629476184,456259259,168
1288815977,456259259,168
1287477007,456259259,168
1511678192,456259259,168
653799564,4114585495,169
1375666202,4114585495,169
3242204555,4114585495,169
3058117917,4114585495,169
3837183610,4114585495,169
3371585952,4114585495,169
491961327,1801126452,1576
403923427,1801126452,1576
4038129649,475804322,174
1773774411,475804322,174
4196895503,475804322,174
3958208745,475804322,174
3020002116,475804322,174
1632789748,475804322,174
374690914,475804322,174
1989336455,475804322,174
26602769,475804322,174
2583376423,475804322,174
4009493169,475804322,174
2386266964,475804322,174
4181507010,475804322,174
991306225,475804322,174
1071841741,4065481614,1035
1222914395,4065481614,1035
1034272660,4065481614,1035
3400593401,4065481614,1035
55359467,4065481614,1035
2636653128,4065481614,1035
2382465868,1659719199,168
4223071369,1659719199,168
1255854988,1659719199,168
214610253,1659719199,168
2711331877,1659719199,168
3600585907,1659719199,168
1335215369,1659719199,168
949155231,1659719199,168
2801164348,1659719199,168
3522252970,1659719199,168
1224212752,1659719199,168
2940218391,1659719199,168
3628539009,1659719199,168
3095434596,1659719199,168
3481773554,1659719199,168
1452209224,1659719199,168
562676958,1659719199,168
3220001149,1659719199,168
3370803691,1659719199,168
1373843537,1659719199,168
652476615,1659719199,168
3059424598,1659719199,168
3244043712,1659719199,168
3836409393,1659719199,168
3821482536,1659719199,168
2060346258,1659719199,168
2327246822,1659719199,168
4256286576,1659719199,168
1689818826,1659719199,168
3796532709,1659719199,168
364418469,1659719199,168
2360460319,1659719199,168
491961327,367689353,1576
2579575359,3954105058,179
4005954217,3954105058,179
491961327,3954105058,179
1452459011,94419918,1576
2497458933,94419918,1576
232088399,94419918,1576
2060604377,94419918,1576
3933032008,94419918,1576
349065742,94419918,1576
1674142360,94419918,1576
2222018463,94419918,1576
2050354164,94419918,1576
221436770,94419918,1576
2486930136,94419918,1576
3544528737,94419918,1576
448360307,94419918,1576
3271477757,94419918,1576
3053058411,94419918,1576
1542953031,94419918,1576
2654147205,94419918,1576
2039168898,94419918,1576
1230899170,94419918,1576
1346713251,94419918,1576
1462301370,94419918,1576
2506490956,94419918,1576
2333143316,94419918,1576
4229415298,94419918,1576
303669422,94419918,1576
2191965503,94419918,1576
3275531210,94419918,1576
1127138097,94419918,1576
3712636562,94419918,1576
2857199108,94419918,1576
860108734,94419918,1576
1145243432,94419918,1576
4044013896,94419918,1576
4125348159,94419918,1576
418033813,94419918,1576
4183348999,94419918,1576
204569225,94419918,1576
3176269772,94419918,1576
358559112,94419918,1576
2511009118,94419918,1576
212051172,94419918,1576
198074621,94419918,1576
1541198200,94419918,1576
3050483796,94419918,1576
491961327,94419918,1576
2477913836,1923582808,168
4215276931,1923582808,168
2609351782,1923582808,168
2406437940,1923582808,168
4167591074,1923582808,168
1633760536,1923582808,168
375784846,1923582808,168
2262374431,1923582808,168
2434376044,1923582808,168
3860763130,1923582808,168
2132262976,1923582808,168
135327958,1923582808,168
2535504405,1923582808,168
3760687747,1923582808,168
2746840761,1923582808,168
3569239599,1923582808,168
1303844757,1923582808,168
984622851,1923582808,168
2853124754,1923582808,168
3708291588,1923582808,168
3184493537,1923582808,168
3402150775,1923582808,168
1405215437,1923582808,168
617009755,1923582808,168
3450173294,1923582808,168
1420568276,1923582808,168
598414914,1923582808,168
3004435411,1923582808,168
3289594693,1923582808,168
2531446818,1923582808,168
3789938868,1923582808,168
2028777742,1923582808,168
267092376,1923582808,168
2442073147,1923582808,168
2139190551,1923582808,168
143017345,1923582808,168
2553894928,1923582808,168
4013844614,1923582808,168
2415518051,1923582808,168
4177449461,1923582808,168
1643610191,1923582808,168
384872665,1923582808,168
2291410298,1923582808,168
4287829484,1923582808,168
1721386070,1923582808,168
295531712,1923582808,168
2166516049,1923582808,168
1827307653,1923582808,168
94061899,1923582808,168
1922856413,1923582808,168
3975733374,1923582808,168
2617233640,1923582808,168
49709394,1923582808,168
1978773956,1923582808,168
3847138389,1923582808,168
2454297795,1923582808,168
1812805800,1923582808,168
453642302,1923582808,168
2181257604,1923582808,168
4110706962,1923582808,168
422107810,1923582808,168
4146510734,1923582808,168
1738122783,1923582808,168
278828681,1923582808,168
1884888940,1923582808,168
123613178,1923582808,168
2656534080,1923582808,168
1999952757,1923582808,168
3402723,1923582808,168
159754184,1923582808,168
1044208561,1923582808,168
2927773216,1923582808,168
3649402550,1923582808,168
3108175699,1923582808,168
3460681669,1923582808,168
1464639103,1923582808,168
541830889,1923582808,168
3190766410,1923582808,168
3374844892,1923582808,168
1344363110,1923582808,168
656829168,1923582808,168
3080288097,1923582808,168
3231598583,1923582808,168
2456792208,1923582808,168
3848838150,1923582808,168
2086784444,1923582808,168
2499963017,1923582808,168
3792001055,1923582808,168
2677347447,1923582808,168
3901891809,1923582808,168
1995878722,1923582808,168
