3003159793,1674142360
1421392374,3830546007
1131937925,4084629257
2910216617,2050354164
1142277276,1961780166
2853938608,174006139
1302562999,1674142360
1750422342,4084629257
2254123626,2050354164
1865979743,1674142360
2167862899,4084629257
1720638324,2050354164
1900962311,1674142360
2671772459,4084629257
1982047774,2050354164
2553136946,1674142360
2140531253,4084629257
1041233088,2050354164
3489764844,2486930136
962736345,174006139
3614200309,1674142360
819231986,2471907009
655672705,2222018463
3373966509,4177968090
544801176,1664015029
3463930036,3830546007
701451699,4084629257
205100610,2050354164
3795318638,2486930136
190075483,1961780166
48373360,1664015029
354592515,4196895503
354592515,2688941657
4214015535,174006139
307192602,1674142360
4232118838,4084629257
469315377,2050354164
2461711308,1664015029
2092227296,4196895503
2092227296,2688941657
2513928149,2471907009
2077826809,174006139
2623615998,1674142360
2342619789,4084629257
1706027937,2050354164
2362199700,1664015029
1656893368,4196895503
1656893368,2688941657
2239365823,174006139
3273692033,1674142360
758051501,2471907009
3293403032,2222018463
709047988,3830546007
3455785907,4084629257
3661341376,2050354164
875938796,1961780166
861407221,1664015029
3571460850,174006139
4044812547,2486930136
521703471,1674142360
4135269658,2471907009
410342454,2222018463
4291655985,3830546007
3893215298,2050354164
100901230,4084629257
4016047195,1961780166
3872802928,1664015029
2806797957,2367732633
2806797957,2688941657
1229076393,174006139
2686554780,2486930136
1311765424,1674142360
2845302455,3830546007
3193399236,2050354164
1348011752,4084629257
3107627997,1961780166
1463075569,174006139
2962026486,1674142360
2507813895,1664015029
2071221547,1961780166
2451042334,3830546007
2082050354,2050354164
2611067957,2486930136
2355168582,4084629257
1651467370,2471907009
2332868959,2222018463
1694670963,174006139
2193263988,1674142360
200874377,2471907009
3858200741,2222018463
211082640,1961780166
3801791676,3830546007
86151611,4084629257
316811464,2050354164
4243343844,174006139
361753809,1674142360
4219571709,2471907009
473538810,2222018463
3269654966,1961780166
753703066,3830546007
3314498991,4084629257
729898115,2050354164
3426316676,2486930136
3690580215,174006139
517667352,2471907009
4156120877,2222018463
431439361,1664015029
4262400774,2688941657
4262400774,4196895503
3922700917,174006139
130141017,1674142360
4003622508,2471907009
11276096,2222018463
3876856391,4177968090
2794339506,4177968090
1216372126,2688941657
1216372126,2367732633
2716072107,2102931437
1340971399,3830546007
2824189056,4084629257
3214216691,2050354164
1369140447,2486930136
1459005638,3812407886
2495110704,1961780166
2058764060,174006139
2480249385,1674142360
2111568645,4177968090
2590234114,1664015029
2376298353,4196895503
2376298353,2688941657
1672285789,3830546007
2328800104,4084629257
1690356292,2050354164
2205738819,2486930136
171668414,1961780166
3828683410,3812407886
3814250123,1664015029
81853324,2471907009
320881407,2222018463
4247659475,174006139
340625126,3830546007
4198754250,1674142360
503040717,4084629257
3231991791,1961780166
782902979,174006139
3351872502,1674142360
1589695052,2471907009
700965594,2222018463
3111714635,1664015029
3464482781,1961780166
2931312184,3830546007
3653203630,4084629257
1085679380,2050354164
934352770,2486930136
3738350263,174006139
1205592845,2486930136
2690895370,1674142360
2241140219,2471907009
1805350103,3830546007
2615402659,2688941657
2615402659,4196895503
1978499471,174006139
2455088264,2486930136
3553604221,1674142360
