2707236321,139866507,"2016-04-01 16:35:58"
4196041389,1692463523,"2014-09-02 21:47:20"
2473281379,746249962,"2016-01-06 21:24:49"
3832313845,197281249,"2015-11-10 18:09:27"
3832313845,1212189072,"2014-12-09 17:24:48"
3832313845,1638445282,"2014-12-23 18:16:34"
3832313845,3654639609,"2015-03-10 17:52:52"
3832313845,752409872,"2015-06-23 16:27:49"
3832313845,2657448924,"2015-02-10 20:43:09"
3832313845,3711501048,"2016-06-29 15:50:16"
3832313845,3269242588,"2016-02-10 18:25:28"
3832313845,3238790287,"2015-03-24 17:30:31"
3832313845,1905020404,"2016-06-23 16:59:35"
3832313845,1237563985,"2016-06-06 16:13:27"
3832313845,3353081391,"2015-08-20 17:31:11"
3832313845,1085809906,"2016-04-11 17:13:34"
2645610321,2640848846,"2016-05-23 18:45:54"
2645610321,725715085,"2014-12-05 18:59:39"
2645610321,1706844389,"2015-09-16 15:34:00"
3937927111,992109691,"2015-04-17 13:20:39"
3937927111,2305626917,"2014-12-01 15:14:04"
3937927111,3558114024,"2016-08-30 22:22:32"
3937927111,1278829734,"2015-07-22 20:35:10"
3937927111,1778789965,"2015-11-25 13:25:52"
3937927111,641131186,"2014-09-24 20:11:24"
3937927111,876059388,"2016-04-22 19:10:55"
3937927111,2694185982,"2015-08-25 14:06:34"
3937927111,3585931286,"2015-09-26 00:09:43"
3937927111,291715275,"2014-11-18 15:47:41"
3937927111,3301280660,"2016-06-24 12:36:18"
3937927111,1824394655,"2016-01-14 18:38:44"
3937927111,3378299595,"2014-10-17 16:35:22"
3937927111,2425147372,"2016-10-14 18:29:15"
3937927111,406408498,"2015-05-04 15:46:15"
3937927111,4208640612,"2016-03-05 15:54:47"
3937927111,2112863887,"2015-06-24 16:17:09"
3937927111,2343906353,"2016-11-14 16:43:59"
3937927111,2392798111,"2015-11-18 18:12:11"
3937927111,177047346,"2016-08-05 18:57:13"
3937927111,1975363776,"2015-07-28 18:19:52"
3937927111,3342147574,"2015-09-18 20:21:27"
3693793700,4141276197,"2015-01-30 19:46:13"
3693793700,3327829344,"2016-08-19 18:54:47"
3693793700,1607300503,"2015-03-03 19:46:13"
3693793700,2641981161,"2016-07-22 15:26:03"
3693793700,4139964532,"2016-11-21 15:19:22"
3693793700,1361903037,"2015-08-10 18:36:42"
3693793700,4131416434,"2015-11-17 15:35:40"
3693793700,3002725220,"2016-01-05 19:41:11"
3693793700,507006177,"2016-03-03 17:18:47"
3693793700,314265715,"2015-09-16 16:38:40"
3693793700,1562310452,"2016-03-21 16:13:09"
3693793700,609972200,"2016-05-13 17:37:05"
3693793700,3028491228,"2015-01-07 20:31:57"
841265288,2940500837,"2016-02-18 17:16:51"
841265288,1982307566,"2014-11-05 20:11:04"
841265288,1331391755,"2016-08-11 14:52:49"
841265288,1693837856,"2016-07-05 15:44:52"
841265288,483417413,"2015-04-10 19:07:46"
2989936755,722043023,"2016-06-08 15:21:28"
2989936755,2427576844,"2015-06-05 17:48:35"
2989936755,2571626499,"2016-03-02 17:55:35"
2989936755,1300451871,"2015-02-11 19:10:55"
2568717232,861560549,"2016-04-25 05:10:13"
